budget,genres,id,keywords,original_language,original_title,popularity,production_companies,production_countries,release_date,revenue,runtime,title,vote_average,vote_count,release_year,net_profit,roi
90000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",863,"[{""id"": 2598, ""name"": ""museum""}, {""id"": 3246, ""name"": ""prosecution""}, {""id"": 3394, ""name"": ""identity crisis""}, {""id"": 3800, ""name"": ""airplane""}, {""id"": 4294, ""name"": ""flea market""}, {""id"": 4295, ""name"": ""collector""}, {""id"": 4298, ""name"": ""teamwork""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 18031, ""name"": ""rescue team""}, {""id"": 175343, ""name"": ""garage sale""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 187065, ""name"": ""toy comes to life""}, {""id"": 209386, ""name"": ""personification""}, {""id"": 209387, ""name"": ""inanimate objects coming to life""}]",en,Toy Story 2,73.575118,"[{""name"": ""Pixar Animation Studios"", ""id"": 3}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-10-30,497366869,92,Toy Story 2,7.3,3806,1999,407366869,452.63
100000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",44048,"[{""id"": 163228, ""name"": ""runaway train""}]",en,Unstoppable,37.698465,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""Firm Films"", ""id"": 1838}, {""name"": ""Prospect Park"", ""id"": 19776}, {""name"": ""Millbrook Farm Productions"", ""id"": 19777}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-11-04,167805466,98,Unstoppable,6.3,1165,2010,67805466,67.81
90000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",5175,"[{""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,Rush Hour 2,35.814765,"[{""name"": ""New Line Cinema"", ""id"": 12}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-08-03,347325802,90,Rush Hour 2,6.4,1054,2001,257325802,285.92
100000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",2655,"[{""id"": 1328, ""name"": ""secret""}, {""id"": 3358, ""name"": ""haunted house""}, {""id"": 10112, ""name"": ""ouija board""}, {""id"": 10224, ""name"": ""haunting""}, {""id"": 11169, ""name"": ""missing girl""}, {""id"": 162846, ""name"": ""ghost""}]",en,What Lies Beneath,15.835672,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""ImageMovers"", ""id"": 11395}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-07-21,155464351,130,What Lies Beneath,6.3,488,2000,55464351,55.46
100000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",22794,"[{""id"": 3694, ""name"": ""weather""}, {""id"": 10637, ""name"": ""food""}, {""id"": 156810, ""name"": ""science""}]",en,Cloudy with a Chance of Meatballs,46.781182,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Sony Pictures Animation"", ""id"": 2251}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-09-17,242988466,90,Cloudy with a Chance of Meatballs,6.5,1747,2009,142988466,142.99
90000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}]",8355,"[{""id"": 2219, ""name"": ""ice age""}, {""id"": 3450, ""name"": ""bridge""}, {""id"": 6255, ""name"": ""insanity""}, {""id"": 10787, ""name"": ""jungle""}, {""id"": 12616, ""name"": ""dinosaur""}, {""id"": 17985, ""name"": ""birth""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 209714, ""name"": ""3d""}]",en,Ice Age: Dawn of the Dinosaurs,69.457898,"[{""name"": ""Blue Sky Studios"", ""id"": 9383}, {""name"": ""Twentieth Century Fox Animation"", ""id"": 11749}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-06-29,886686817,94,Ice Age: Dawn of the Dinosaurs,6.5,2271,2009,796686817,885.21
90000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}]",116745,"[{""id"": 486, ""name"": ""himalaya""}, {""id"": 1003, ""name"": ""photographer""}, {""id"": 4620, ""name"": ""magazine""}, {""id"": 5746, ""name"": ""iceland""}, {""id"": 5779, ""name"": ""daydream""}, {""id"": 13094, ""name"": ""photograph""}, {""id"": 15097, ""name"": ""shark""}, {""id"": 18326, ""name"": ""fired from the job""}, {""id"": 33355, ""name"": ""skateboard""}, {""id"": 173276, ""name"": ""dreamer""}, {""id"": 182195, ""name"": ""online dating""}, {""id"": 188841, ""name"": ""daydreaming""}]",en,The Secret Life of Walter Mitty,43.348022,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Ingenious Media"", ""id"": 290}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Samuel Goldwyn Films"", ""id"": 9118}, {""name"": ""Big Screen Productions"", ""id"": 10893}, {""name"": ""Red Hour Films"", ""id"": 12178}, {""name"": ""TSG Entertainment"", ""id"": 22213}, {""name"": ""Down Productions"", ""id"": 37336}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-12-18,188133322,114,The Secret Life of Walter Mitty,7.0,3144,2013,98133322,109.04
92000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",4327,"[{""id"": 779, ""name"": ""martial arts""}, {""id"": 5248, ""name"": ""female friendship""}, {""id"": 33626, ""name"": ""millionaire""}, {""id"": 33705, ""name"": ""agent""}]",en,Charlie's Angels,40.20395,"[{""name"": ""Columbia Pictures"", ""id"": 5}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-11-02,264105545,98,Charlie's Angels,5.6,1232,2000,172105545,187.07
90000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",1422,"[{""id"": 1568, ""name"": ""undercover""}, {""id"": 1680, ""name"": ""boston""}, {""id"": 6149, ""name"": ""police""}, {""id"": 9713, ""name"": ""friends""}, {""id"": 10391, ""name"": ""mafia""}, {""id"": 11199, ""name"": ""undercover cop""}, {""id"": 11578, ""name"": ""mobster""}, {""id"": 14617, ""name"": ""mole""}, {""id"": 177235, ""name"": ""state police""}, {""id"": 177258, ""name"": ""police training""}, {""id"": 177259, ""name"": ""realtor""}]",en,The Departed,63.429157,"[{""name"": ""Vertigo Entertainment"", ""id"": 829}, {""name"": ""Media Asia Films"", ""id"": 5552}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Initial Entertainment Group (IEG)"", ""id"": 7380}, {""name"": ""Plan B Entertainment"", ""id"": 45778}]","[{""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-10-05,289847354,151,The Departed,7.9,4339,2006,199847354,222.05
90000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}]",10674,"[{""id"": 2156, ""name"": ""homeland""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 4613, ""name"": ""training""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 5719, ""name"": ""cricket""}, {""id"": 7376, ""name"": ""princess""}, {""id"": 12554, ""name"": ""dragon""}, {""id"": 157904, ""name"": ""luck""}]",en,Mulan,67.427755,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Walt Disney Feature Animation"", ""id"": 10217}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-06-18,304320254,88,Mulan,7.6,2008,1998,214320254,238.13
92000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",7446,"[{""id"": 886, ""name"": ""film making""}, {""id"": 8201, ""name"": ""satire""}, {""id"": 10787, ""name"": ""jungle""}, {""id"": 162262, ""name"": ""movie star""}, {""id"": 167475, ""name"": ""southeast asia""}, {""id"": 167477, ""name"": ""land mine""}, {""id"": 167486, ""name"": ""shackles""}, {""id"": 167492, ""name"": ""war filmmaking""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 184816, ""name"": ""blackface""}, {""id"": 224875, ""name"": ""method acting""}]",en,Tropic Thunder,43.192048,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Goldcrest Pictures"", ""id"": 11843}, {""name"": ""Red Hour Films"", ""id"": 12178}, {""name"": ""Internationale Filmproduktion Stella-del-Sud Second"", ""id"": 12379}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",2008-08-09,188072649,107,Tropic Thunder,6.5,1667,2008,96072649,104.43
90000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 18, ""name"": ""Drama""}]",65754,"[{""id"": 570, ""name"": ""rape""}, {""id"": 736, ""name"": ""journalist""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 917, ""name"": ""journalism""}, {""id"": 2157, ""name"": ""hacker""}, {""id"": 2652, ""name"": ""nazis""}, {""id"": 4470, ""name"": ""punk""}, {""id"": 5340, ""name"": ""investigation""}, {""id"": 9714, ""name"": ""remake""}, {""id"": 10371, ""name"": ""antisocial personality disorder""}, {""id"": 10714, ""name"": ""serial killer""}, {""id"": 10941, ""name"": ""disappearance""}, {""id"": 12361, ""name"": ""hacking""}, {""id"": 155555, ""name"": ""computer hacker""}, {""id"": 156386, ""name"": ""bible quote""}, {""id"": 197952, ""name"": ""scandinavian""}, {""id"": 207691, ""name"": ""abuse""}]",en,The Girl with the Dragon Tattoo,47.651083,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""Film Rites"", ""id"": 8083}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Yellow Bird"", ""id"": 33817}, {""name"": ""Ground Control"", ""id"": 47479}]","[{""iso_3166_1"": ""NO"", ""name"": ""Norway""}, {""iso_3166_1"": ""SE"", ""name"": ""Sweden""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-12-14,232617430,158,The Girl with the Dragon Tattoo,7.2,2434,2011,142617430,158.46
90000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",1572,"[{""id"": 258, ""name"": ""bomb""}, {""id"": 444, ""name"": ""taxi""}, {""id"": 483, ""name"": ""riddle""}, {""id"": 642, ""name"": ""robbery""}, {""id"": 703, ""name"": ""detective""}, {""id"": 720, ""name"": ""helicopter""}, {""id"": 1321, ""name"": ""gold""}, {""id"": 1552, ""name"": ""subway""}, {""id"": 3799, ""name"": ""ship""}, {""id"": 5572, ""name"": ""fistfight""}, {""id"": 6149, ""name"": ""police""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 9758, ""name"": ""deception""}, {""id"": 10950, ""name"": ""shootout""}, {""id"": 14512, ""name"": ""new york city""}, {""id"": 14601, ""name"": ""explosion""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 15483, ""name"": ""car chase""}, {""id"": 18525, ""name"": ""fbi agent""}, {""id"": 177309, ""name"": ""simon says""}, {""id"": 187844, ""name"": ""flashback""}, {""id"": 188329, ""name"": ""dump truck""}, {""id"": 192707, ""name"": ""aqueduct""}, {""id"": 219404, ""name"": ""action hero""}, {""id"": 226838, ""name"": ""federal reserve bank""}]",en,Die Hard: With a Vengeance,51.881077,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Cinergi Pictures Entertainment"", ""id"": 1504}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1995-05-19,366101666,128,Die Hard: With a Vengeance,6.9,2066,1995,276101666,306.78
90000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",10528,"[{""id"": 703, ""name"": ""detective""}, {""id"": 770, ""name"": ""scotland yard""}, {""id"": 1909, ""name"": ""coffin""}, {""id"": 4252, ""name"": ""black magic""}, {""id"": 5638, ""name"": ""arrest""}, {""id"": 9104, ""name"": ""partner""}, {""id"": 9401, ""name"": ""sherlock holmes""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10028, ""name"": ""steampunk""}, {""id"": 11855, ""name"": ""pentagram""}, {""id"": 33514, ""name"": ""clue""}]",en,Sherlock Holmes,57.834787,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Silver Pictures"", ""id"": 1885}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Internationale Filmproduktion Blackbird Dritte"", ""id"": 19855}, {""name"": ""Wigram Productions"", ""id"": 23202}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-12-23,524028679,128,Sherlock Holmes,7.0,5766,2009,434028679,482.25
100000000,"[{""id"": 18, ""name"": ""Drama""}]",271969,"[{""id"": 10085, ""name"": ""betrayal""}, {""id"": 232766, ""name"": ""vengeance""}]",en,Ben-Hur,29.608322,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Sean Daniel Company"", ""id"": 19857}, {""name"": ""LightWorkers Media"", ""id"": 23920}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-08-17,94061311,125,Ben-Hur,5.3,621,2016,-5938689,-5.94
120000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",10865,"[{""id"": 658, ""name"": ""sea""}, {""id"": 2768, ""name"": ""atlantis""}, {""id"": 10336, ""name"": ""animation""}, {""id"": 14785, ""name"": ""underwater""}, {""id"": 33696, ""name"": ""sea monster""}]",en,Atlantis: The Lost Empire,51.548589,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Walt Disney Feature Animation"", ""id"": 10217}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-06-02,186053725,95,Atlantis: The Lost Empire,6.7,1224,2001,66053725,55.04
75000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",2253,"[{""id"": 220, ""name"": ""berlin""}, {""id"": 236, ""name"": ""suicide""}, {""id"": 258, ""name"": ""bomb""}, {""id"": 441, ""name"": ""assassination""}, {""id"": 836, ""name"": ""resistance""}, {""id"": 1157, ""name"": ""wife husband relationship""}, {""id"": 1956, ""name"": ""world war ii""}, {""id"": 3063, ""name"": ""adolf hitler""}, {""id"": 4812, ""name"": ""plan""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 9758, ""name"": ""deception""}, {""id"": 10202, ""name"": ""treason""}, {""id"": 10786, ""name"": ""colonel""}, {""id"": 11109, ""name"": ""military officer""}, {""id"": 11121, ""name"": ""plot""}, {""id"": 11122, ""name"": ""german officer""}, {""id"": 11123, ""name"": ""piano wire""}, {""id"": 11124, ""name"": ""medal""}, {""id"": 14819, ""name"": ""violence""}]",en,Valkyrie,38.832842,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Achte Babelsberg Film"", ""id"": 6100}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Bad Hat Harry Productions"", ""id"": 9168}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-12-25,200276000,121,Valkyrie,6.7,1173,2008,125276000,167.03
90000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 28, ""name"": ""Action""}]",10661,"[{""id"": 242, ""name"": ""new york""}, {""id"": 536, ""name"": ""israel""}, {""id"": 539, ""name"": ""middle east""}, {""id"": 928, ""name"": ""hairdresser""}, {""id"": 2336, ""name"": ""ladykiller""}, {""id"": 3037, ""name"": ""mossad""}, {""id"": 3038, ""name"": ""israeli""}, {""id"": 3039, ""name"": ""palestinian""}, {""id"": 3188, ""name"": ""heart-throb""}, {""id"": 5907, ""name"": ""middle east conflict""}, {""id"": 6785, ""name"": ""hairstyle""}, {""id"": 8932, ""name"": ""hacky sack""}]",en,You Don't Mess with the Zohan,40.597344,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Happy Madison Productions"", ""id"": 2608}, {""name"": ""Sony Pictures Releasing"", ""id"": 3045}, {""name"": ""Relativity Media"", ""id"": 7295}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-06-05,201596308,113,You Don't Mess with the Zohan,5.5,1048,2008,111596308,124.0
88000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",257344,"[{""id"": 282, ""name"": ""video game""}, {""id"": 5801, ""name"": ""nerd""}, {""id"": 192962, ""name"": ""alien attack""}, {""id"": 209714, ""name"": ""3d""}, {""id"": 220855, ""name"": ""pixels""}]",en,Pixels,140.849495,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Happy Madison Productions"", ""id"": 2608}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-07-16,243637091,105,Pixels,5.6,2513,2015,155637091,176.86
100000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",644,"[{""id"": 310, ""name"": ""artificial intelligence""}, {""id"": 530, ""name"": ""prophecy""}, {""id"": 549, ""name"": ""prostitute""}, {""id"": 803, ""name"": ""android""}, {""id"": 936, ""name"": ""loss of mother""}, {""id"": 1603, ""name"": ""extraterrestrial technology""}, {""id"": 2219, ""name"": ""ice age""}, {""id"": 2393, ""name"": ""adoption""}, {""id"": 3205, ""name"": ""fairy tale""}, {""id"": 3244, ""name"": ""pinocchio""}, {""id"": 3246, ""name"": ""prosecution""}, {""id"": 3248, ""name"": ""gigolo""}, {""id"": 3249, ""name"": ""hologram""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 40850, ""name"": ""destiny""}, {""id"": 156702, ""name"": ""capture""}, {""id"": 161891, ""name"": ""doppelganger""}]",en,A.I. Artificial Intelligence,34.035114,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Stanley Kubrick Productions"", ""id"": 385}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-06-29,235926552,146,A.I. Artificial Intelligence,6.8,1974,2001,135926552,135.93
90000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 9648, ""name"": ""Mystery""}]",10756,"[{""id"": 352, ""name"": ""secret passage""}, {""id"": 2343, ""name"": ""magic""}, {""id"": 2918, ""name"": ""estate agent""}, {""id"": 3358, ""name"": ""haunted house""}, {""id"": 14724, ""name"": ""family vacation""}, {""id"": 162846, ""name"": ""ghost""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}]",en,The Haunted Mansion,16.302378,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Gunn Films"", ""id"": 3538}, {""name"": ""Doom Buggy Productions"", ""id"": 47122}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-11-25,182290266,99,The Haunted Mansion,5.2,466,2003,92290266,102.54
90000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}]",686,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 1432, ""name"": ""nasa""}, {""id"": 1508, ""name"": ""new mexico""}, {""id"": 1603, ""name"": ""extraterrestrial technology""}, {""id"": 2846, ""name"": ""prime number""}, {""id"": 3412, ""name"": ""star""}, {""id"": 3416, ""name"": ""radio wave""}, {""id"": 3417, ""name"": ""wormhole""}, {""id"": 3419, ""name"": ""fanatic""}, {""id"": 10706, ""name"": ""spirituality""}, {""id"": 11001, ""name"": ""religion""}, {""id"": 14760, ""name"": ""scientist""}, {""id"": 15246, ""name"": ""sabotage""}, {""id"": 159961, ""name"": ""ham radio""}, {""id"": 160515, ""name"": ""alien contact""}, {""id"": 162356, ""name"": ""mechanical engineering""}, {""id"": 162357, ""name"": ""observatory""}, {""id"": 226028, ""name"": ""eccentric man""}, {""id"": 226240, ""name"": ""radio telescope""}]",en,Contact,55.249434,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""South Side Amusement Company"", ""id"": 43910}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-07-11,171120329,150,Contact,7.2,1308,1997,81120329,90.13
95000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",9383,"[{""id"": 627, ""name"": ""killing""}, {""id"": 4005, ""name"": ""human experimentation""}, {""id"": 14760, ""name"": ""scientist""}, {""id"": 160130, ""name"": ""invisible man""}, {""id"": 198781, ""name"": ""science experiment""}]",en,Hollow Man,28.200874,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Global Entertainment Productions GmbH & Company Medien KG"", ""id"": 9269}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-08-04,190213455,112,Hollow Man,5.6,634,2000,95213455,100.22
80000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",179,"[{""id"": 242, ""name"": ""new york""}, {""id"": 407, ""name"": ""dictator""}, {""id"": 409, ""name"": ""africa""}, {""id"": 434, ""name"": ""destruction of a civilization""}, {""id"": 441, ""name"": ""assassination""}, {""id"": 836, ""name"": ""resistance""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 15053, ""name"": ""united nations""}, {""id"": 15155, ""name"": ""witness to murder""}, {""id"": 18525, ""name"": ""fbi agent""}, {""id"": 174375, ""name"": ""resistance fighter""}]",en,The Interpreter,18.69984,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Mirage Enterprises"", ""id"": 932}, {""name"": ""Working Title Films"", ""id"": 10163}, {""name"": ""Misher Films"", ""id"": 11581}, {""name"": ""Motion Picture JOTA Produktions"", ""id"": 20194}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-04-08,162944923,128,The Interpreter,6.2,392,2005,82944923,103.68
90000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",76285,"[{""id"": 351, ""name"": ""poison""}, {""id"": 2034, ""name"": ""hermes""}, {""id"": 14667, ""name"": ""poseidon""}, {""id"": 180548, ""name"": ""demigod""}, {""id"": 180909, ""name"": ""golden fleece""}, {""id"": 180912, ""name"": ""olympus""}, {""id"": 209714, ""name"": ""3d""}, {""id"": 221835, ""name"": ""kronos""}, {""id"": 221836, ""name"": ""overthrow olympus""}, {""id"": 223438, ""name"": ""based on young adult novel""}]",en,Percy Jackson: Sea of Monsters,40.262261,"[{""name"": ""1492 Pictures"", ""id"": 436}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Sunswept Entertainment"", ""id"": 5219}, {""name"": ""Dune Entertainment III"", ""id"": 6332}, {""name"": ""TSG Entertainment"", ""id"": 22213}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-08-07,174578751,106,Percy Jackson: Sea of Monsters,5.9,1648,2013,84578751,93.98
95000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 53, ""name"": ""Thriller""}]",1996,"[{""id"": 483, ""name"": ""riddle""}, {""id"": 1454, ""name"": ""treasure""}, {""id"": 1456, ""name"": ""medallion""}, {""id"": 3510, ""name"": ""kenia""}, {""id"": 5127, ""name"": ""alexander the great""}, {""id"": 5962, ""name"": ""pandora's box""}, {""id"": 5964, ""name"": ""chinese mafia""}, {""id"": 6956, ""name"": ""treasure hunt""}, {""id"": 12354, ""name"": ""hong kong""}, {""id"": 41586, ""name"": ""archaeologist""}, {""id"": 41645, ""name"": ""based on video game""}, {""id"": 184134, ""name"": ""archeology\u00a0""}]",en,Lara Croft Tomb Raider: The Cradle of Life,56.811056,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Toho-Towa"", ""id"": 657}, {""name"": ""Mutual Film Company"", ""id"": 762}, {""name"": ""Lawrence Gordon Productions"", ""id"": 840}, {""name"": ""British Broadcasting Corporation (BBC)"", ""id"": 3324}, {""name"": ""October Pictures"", ""id"": 14362}, {""name"": ""Eidos Interactive"", ""id"": 19105}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2003-07-21,156505388,117,Lara Croft Tomb Raider: The Cradle of Life,5.5,1418,2003,61505388,64.74
